PdDistrict,X,Y,X_1,Y_1,X_2,Y_2,X_3,Y_3,radial_Distance,Year,Month,Hour,Minutes,CrossRoad,is_AV,StreetNo.
9,0.5893365513360842,0.7900045141356007,0.9751941332884813,0.1418722496992582,0.9053677105248492,0.3894756335733881,0.9788121849094723,-0.11536319638924852,0.9856087982030881,2010,7,23,0,0,0,1
5,-0.8145237612071649,0.6521679642056961,-0.11478554848003836,1.0369510498668926,-0.37929359510255667,0.9720393376057153,0.15751557639855035,1.0314615593082528,1.0434423851402954,2004,6,22,13,0,0,17
7,0.8803412707341055,0.7510747684429747,1.1534111396981959,-0.09139141711982945,1.1379129246772228,0.2102601141045633,1.0906013848386689,-0.38683815623424805,1.157200959535295,2013,2,21,26,1,0,67
4,0.12478223851887567,0.43065895647669217,0.3926969248618664,0.21625483959617625,0.32339089679569244,0.31055953704937755,0.43534177556825326,0.10726805968099976,0.4483723272497702,2006,12,22,30,1,1,67
5,-1.1246439405003972,0.024977840673117115,-0.777463932577887,0.8127825992896746,-0.9614527321367854,0.583952780273118,-0.5406911602272791,0.9864305728099025,1.1249212796586934,2014,9,8,15,1,0,67
9,0.4038443444106339,0.7055905645217365,0.7843704806151859,0.21333457761854951,0.7025244845204772,0.40911925667050686,0.8129636010811407,0.003066080001259297,0.8129872688145598,2010,8,18,0,1,0,67
4,-0.06950511598633077,0.24360839642950372,0.12309101927332326,0.22137125327799495,0.06161276777058941,0.24571742930111562,0.17621231331478482,0.1819956286589143,0.2533298481411686,2013,2,17,0,0,0,1
8,-2.2984454176565987,-1.9285460346382948,-2.9884829567724895,0.26151886379394096,-2.9547267490097617,-0.5208981571684639,-2.8193435748250626,1.0261807143714672,3.0003568363889164,2005,9,16,0,1,1,67
4,0.03536637005123335,0.37664046503261955,0.29128883240428394,0.24128078515184,0.21894750898067786,0.30848745769263186,0.3438538277438652,0.1576929560519417,0.37829726410666614,2011,8,12,0,0,0,12
6,-0.8790515858308467,0.831856052621717,-0.033367241978854656,1.2096117003859626,-0.34533064701865474,1.1599131344858304,0.2808615486549836,1.1771866996403717,1.2102545942218568,2013,6,21,0,0,0,9
1,0.3120287768515124,1.0092153845437601,0.9341196221064577,0.49291093163841915,0.7748246130252898,0.71796613458914,1.0299949114406526,0.23439077151847032,1.0563511016623501,2004,4,8,0,0,0,4
2,0.7489365279295165,-2.0013635347552516,-0.8854658938257947,-1.944462144318131,-0.3521027341906645,-2.107649085062806,-1.3587125571332896,-1.649260800564587,2.1369047524667906,2013,10,13,30,0,0,0
2,0.4768823728526102,-2.1217421313582165,-1.1629158492634637,-1.8372275244770544,-0.6478909307887478,-2.0758698721825204,-1.5989874993299102,-1.4738512005694688,2.1746738765888654,2012,6,23,0,1,1,67
8,-1.5049209928586706,-1.981384406615658,-2.46481791742835,-0.3368596335261902,-2.293953783123438,-0.9634183996998245,-2.4683393925584953,0.31256937650777983,2.4881059787570163,2005,4,18,0,0,1,0
7,1.0462841491233292,0.7605786696709331,1.2774520128875433,-0.20199377397284402,1.2863714079762696,0.13551905337336345,1.1818032024966927,-0.5257927383053366,1.2935186250940245,2003,3,11,30,0,0,23
8,-3.4007366569545527,-0.11957625885662608,-2.488861231478503,2.319780401455234,-3.0048260743509556,1.5968152883074382,-1.8039213686471145,2.8852498154943294,3.402838269979426,2013,2,16,15,1,0,67
4,0.16355885475942472,0.5745985502672001,0.5218772853538237,0.29060506472399716,0.42894124335526185,0.41582291715168296,0.5793817719111076,0.14565730691193823,0.5974236293781681,2015,4,13,18,1,0,67
1,0.9313449270209015,1.0515994778100115,1.4019416942154557,0.08501996740790074,1.3323444457051066,0.4450126842730192,1.3763576112939209,-0.28074496789509495,1.4047294525344933,2009,3,12,15,0,0,1
0,1.2648779606603626,-1.3141781707128017,-0.03485524850707444,-1.8233926848808273,0.4382952285754731,-1.7705172761674677,-0.5056393155071051,-1.7524733992882748,1.824001238964043,2003,4,13,17,0,0,42
2,0.09207934325423597,-2.3181542535742174,-1.5738349615962268,-1.7040351529577165,-1.0793364155289404,-2.05356125522239,-1.9614819119681541,-1.238817838045277,2.319982273384512,2014,1,18,25,0,1,12
7,1.0069883491909395,0.5002887130931704,1.0656448830348655,-0.3582366427211227,1.1221962669459389,-0.07024414905678422,0.9367442001341553,-0.6219075538527684,1.12441732993347,2009,12,11,0,0,0,45
6,-2.458440261255173,0.6277419997674111,-1.2943036708718476,2.181930858542967,-1.8151382663632745,1.7728447024261644,-0.6855955588290085,2.4428802661306857,2.537319163296646,2007,11,19,0,0,0,17
1,0.5462704333569941,1.5122172327540817,1.4553507799405305,0.6829243871737409,1.2291788116641977,1.0364449068865378,1.5827153402435319,0.283038421089884,1.6078595540029144,2011,10,1,15,0,0,34
3,0.5244036972291034,-0.04956466987773502,0.3357111923374174,-0.4057956355445348,0.429351266861536,-0.30512485272867024,0.21927884450043317,-0.478915936739271,0.5267408225756212,2008,6,17,0,0,0,16
0,0.7062400048237483,-1.6156664948133728,-0.6429645284226645,-1.6415878952434446,-0.19622940322932036,-1.752287186920255,-1.0460471820965067,-1.4194370915840524,1.7632790950033912,2006,2,9,20,0,0,23
2,0.4717072726809331,-1.218441534139207,-0.5279411228509996,-1.194935206421839,-0.20072226892791545,-1.29102400490502,-0.8193167322240867,-1.0177192652112916,1.306563248838566,2008,12,19,0,0,0,1
7,0.3206439157423381,0.38629923176867653,0.4998088052902873,0.04641830843062128,0.47082724691720307,0.17421317684050486,0.49485709258284294,-0.08452801514852654,0.5020354740131909,2004,8,11,20,1,0,67
0,0.7367735693439751,-0.22590660035249963,0.36118294707697307,-0.6806148799754076,0.5250926108756326,-0.5640219005772522,0.17275166876672288,-0.7509992112281323,0.7706290187675814,2008,4,11,15,0,0,56
4,-0.5293236778642574,1.2489119828678292,0.5087489316375253,1.257212612137585,0.16606168640346775,1.3462196160956688,0.8168959382314114,1.0828502964643616,1.3564529836668122,2006,4,15,20,0,0,15
8,-2.089291147778975,-0.7574432627497455,-2.012641228243805,0.9416164547156652,-2.1880477653514654,0.388699708348208,-1.700591439430767,1.4306045026017198,2.2223541114036185,2008,1,9,10,1,1,67
0,0.7477638430741638,-1.0193646227374595,-0.1920217512219501,-1.2493598253288174,0.1378811767334961,-1.2566516848277218,-0.5088878417535581,-1.1572457994709557,1.264221103722654,2005,4,11,0,0,1,20
9,0.3316934731829368,0.7356749465912636,0.7546294727803596,0.28561490169968706,0.6550840210720551,0.4712477671565659,0.8029412403395028,0.08059092551920854,0.8069933005881885,2005,7,9,20,1,1,67
1,-0.08795855332060735,1.543690232454681,1.02920229714779,1.153575691543129,0.6956730090516946,1.3808150179660577,1.2928564646454501,0.8480172234029865,1.546194114876344,2011,2,20,30,1,1,67
0,0.8157680121687526,-1.3963441166459274,-0.4104673058653625,-1.5639632750719787,0.008283040215176007,-1.6171180110997494,-0.8013499989309969,-1.4046271568611033,1.6171748024779058,2012,3,12,0,0,0,0
7,0.7651370006786629,0.35270191090503944,0.7903121104896775,-0.29159160846995175,0.8389595980402418,-0.0771286454955673,0.6880083551830956,-0.4862576871352023,0.8425160341284945,2013,12,12,14,0,0,64
7,0.1924743639517674,0.28347147727772637,0.3364937097492521,0.06433495912145298,0.30841853782109374,0.14924911734662732,0.34172348129839475,-0.024947060543367372,0.3426404226133483,2011,1,14,2,0,0,7
7,1.1871424123476857,0.9547050584763891,1.5142861618726209,-0.16433320918700678,1.5054178583312905,0.23320337446671013,1.4203457868143958,-0.5507127998549013,1.5234069895714304,2014,2,0,17,0,0,12
6,-1.8648968066025684,0.6558159257191473,-0.8548201827845786,1.7821439017514527,-1.2870926716582507,1.5003849949740657,-0.36451181162850266,1.9429085973773979,1.9768496725101077,2012,10,15,0,0,0,2
7,0.90520153348495,0.3614949673203444,0.8955544260693431,-0.3844005422783762,0.964652011658139,-0.13954612504305675,0.7656554084418933,-0.6031570443377945,0.9747145364779588,2012,10,0,23,0,0,56
7,0.19392787070686682,0.15039957549574767,0.24343950446524842,-0.030774504714261228,0.24314132378002049,0.03328209702588407,0.22720996773275087,-0.09274174828427281,0.24541404064600778,2004,5,12,6,0,1,1
2,-0.798191262013351,-1.3738508311871909,-1.5356337598927832,-0.4069913154059047,-1.3781590484971575,-0.7906591888014318,-1.588850450814783,0.0043082173099665555,1.588891247728491,2011,7,2,26,0,1,0
0,1.9200624056069486,-1.5635198418296432,0.2520755925905549,-2.4628926489376703,0.8810141223407959,-2.3140393858279453,-0.3939769802209967,-2.4445339641704393,2.476132859363595,2011,6,18,10,0,1,63
1,0.567511433809335,1.2351274751597037,1.2744657086411102,0.47200454123471064,1.109028639258736,0.7858646765836358,1.3533761103929707,0.1260988359009677,1.3592678571196743,2007,7,8,30,1,1,67
7,0.8000241706809997,0.2802172457189214,0.7637306813947442,-0.3675034959481893,0.8329295546692065,-0.15734395054791392,0.6426802201330858,-0.5527123089502851,0.8476794078377271,2003,7,19,30,0,0,63
7,0.4532797484637907,0.5952508153898189,0.741311108644502,0.10037354431670198,0.6901656698645522,0.2888473318956879,0.7421270803594786,-0.0949148544747333,0.7481885214233387,2005,7,0,1,0,0,2
8,-3.3588071556242345,-0.15762993664691244,-2.486121024235701,2.2632322938169662,-2.987541965094043,1.542896052675891,-1.8159111029483435,2.829912028447131,3.362503933915895,2003,11,18,0,0,1,4
0,1.035392393685159,-0.62954763273914,0.2869322459888354,-1.1771125986819793,0.5818759965617777,-1.0628844467946748,-0.027492053109515746,-1.2114236293009177,1.2117622005940516,2003,10,0,1,0,0,3
0,1.25404161711471,-1.346851467977062,-0.0656165645596829,-1.8388314111598827,0.4125743064328078,-1.7933941798254907,-0.5393525627107807,-1.7594257744098698,1.840279667400486,2011,12,9,3,0,0,43
9,0.5116768556162327,0.6829615245099402,0.8446093347492041,0.1210982609078512,0.7845929192186276,0.3356062524174918,0.8472831080337244,-0.10163139470868737,0.8533754440656567,2013,11,17,10,0,0,0
7,0.510140502682445,0.5472701283736782,0.7475893161566791,0.026250645363701863,0.7154167395098365,0.21886567983038274,0.7290061825128278,-0.1681466111361583,0.7481630342961618,2012,1,22,0,0,0,2
1,0.3347926383966136,1.5006880916687844,1.2976848761562363,0.8242880854634246,1.0402744706858595,1.1321995681868604,1.466992206583474,0.4604136209829248,1.537579545649936,2004,7,9,0,0,1,66
9,0.4286671669010906,0.7463119160460021,0.8307102116435945,0.22457483764545239,0.7443817245593455,0.4319725358452925,0.8606397027463831,0.0019301914866566294,0.8606608019488643,2007,5,12,1,0,0,23
3,0.042265478718849704,0.049545735082449076,0.06491052815751824,0.005147141249064756,0.06137477211174838,0.021773867221976047,0.06403934594082575,-0.011829037029299303,0.0651241165482785,2014,7,18,0,0,0,23
7,0.36584993443188557,0.5224155621394575,0.6280037060759395,0.11069189878925334,0.5780338242877416,0.2694869095968274,0.6353368440287129,-0.05561826214828414,0.6377806786735549,2007,11,20,15,0,0,3
5,-0.7077178967157481,0.440246457323012,-0.1891023076506645,0.8116107983054034,-0.3927604698943319,0.7351123803996025,0.02739448368385433,0.8330069272173439,0.833475593234274,2011,4,14,30,0,0,9
